Tweet,Sentiment
 this worked out beautifully. If you redesign the import page to suit the whole application would mak,Positive
Hey,Positive
 have a great day today happy,Positive
Come volunteer at The Abbeydale Picture House! Next Wednesday...,Positive
Should have had Farnell Fursday isn%27t it happy  all meet up at Tax and Pounds happy,Positive
Here's one of my rolls of 'Poundland' film! (A store that sells all products at 140.) And here's the DX d,Positive
Thanks for the recent follow Happy to connect happy  have a great Thursday.,Positive
thanks :D,Positive
Love them! Can I get some? smile,Positive
OPENING UP TO YOU LOT!RT LIKES WOULD BE LAAAAAVERLY :D .xxENJOY,Positive
Spending my night talking to my beloved ???Perfect.I LOVE YOU MAN! happy,Positive
.Is the winner of the donation giveaway,Positive
 answer this with yoyour steam trade link and ill send you right away :D,Positive
for the recent follow. Much appreciated happy  Want this?,Positive
I think I'm probably beyond repair by the sounds of tea etiquette happy,Positive
.- layout- btob happy,Positive
i am if you're still looking for one happy,Positive
Sydney tomorrow,Positive
 Byron in 3 weeks,Positive
 Hobart in 7 weeks. Lots to look forward to happy,Positive
I hit that,Positive
 new job starts in to  weeks! :D,Positive
Why do people on the internet have to be such asses annoyance  Here's some positivity for you. I love your art!!! :D It's so pretty!!,Positive
The best community gathering coming up! We're full,Positive
 but here's how you can be a part of this happy,Positive
mutual: let's talk more!me: for sure!mutual:  happy  me:,Positive
Happy birthday Megan happy,Positive
Just wandering around,Positive
 popping into a store,Positive
 owner told me about it (as in article) smile,Positive
Did you see this one? happy  Transitional Piece // Chiffon Dress,Positive
Sixth spot not applicable Team! Higher pa! :)KISSES TheFashionIcon,Positive
Thank you crew happy,Positive
a little video i made for the love of my life,Positive
,Positive
 minute yoongi~watch 'til the end for a free cookie happy,Positive
Just let is know when you'd like one happy,Positive
you know what i really love about you lot?not only do you support me in the comments,Positive
 you also support each other! AN,Positive
I just did happy,Positive
hey,Positive
 keep smiling happy,Positive
Nothing could be better happy,Positive
so inspiring crying with joy,Positive
instant message fine yoo,Positive
 thank you happy,Positive
What a day! What better way to spend this sunny day than drinks by the shore happy,Positive
I suppose they are waiting for you happy,Positive
Aww hating that I got sponsored,Positive
 how childish of you Commando happy,Positive
Definitely wasn't what I was looking for :/ But gave it a try anyway happy,Positive
The one with backward cap,Positive
 please! :D| KenBie,Positive
blessing your first day of April happy,Positive
Helloo :D  (keep_smiling_y),Positive
my contribution to ( posted on my tumblr a while ago crying with joy  ),Positive
Happy Birthday in Chopin style - Piano Improvisation,Positive
Yes,Positive
 the problem is only affecting webmail itself. Accessing email from other applications works fine happy  ^mkl,Positive
He's the best happy,Positive
where are you now? happy,Positive
Enter to win 1 of to  boxes of highly anticipated books! 6 books in each box! Open INT happy,Positive
Congratulation my world happy,Positive
Helloo :D Mr Drippy (CallMeErgan),Positive
good crying with joy  i love you so much,Positive
Wow awesome GOG! thanks happy,Positive
Does anybody out there need any motion design or animation help?  If so I am available happy,Positive
YES!!! Neil Gaiman for life! :D,Positive
As the last event for chapter 1,Positive
 we've invited 24 people to propose visions of the future. Jom happy,Positive
Exaseetly what's happening in TN Politisees. This is not to get BJP at all to TN. Game is different. Again,Positive
 you'll be see,Positive
i don%27t know doesnt seem fair to me..two against one happy,Positive
Helloo :D Braids! (keyrazygirl15),Positive
Thank you mama bear! Ang ganda mo happy,Positive
Okay,Positive
 now I'm really out. happy,Positive
Helloo :D Kesh (MzKeshNJ),Positive
As in most used. Stats don't care about motivation happy,Positive
kind of jealous with you all laughs but it's ny fault for not working hard happy,Positive
Appreciate your recent retweets Have a great Thursday happy,Positive
SHOULD I STAY ? SHOULD I GO ? NOBODY KNOWS happy,Positive
Helloo :D Mack. (Macktimus),Positive
LADIES!  - tell me why yoyoyou don't play golf. What wyoyoyoud make yoyoyou want to play? Top 3 reasons yoyoyou DO play? heyjyoyoyoude66info,Positive
Thanks for the this week,Positive
 much appreciated happy,Positive
Nearly done now! Thanks everyone for joining and hope to see you same time next Thursday happy,Positive
Oh that feel when you have 10 gems :D,Positive
Helloo :D chammy (shamirakay),Positive
Good luck to Rich riding for great project in this Sunday. Can you donate?,Positive
You too my friend. smile,Positive
RT: almightyTANNER: good evening everyone happy  join our twitter party tonight. official tagline:TANNER WelcomeB,Positive
Amazing stuff!!! Thansk for this happy  Birth Control - Gamma Ray (1972),Positive
Noted on this Sir,Positive
 The bus from Bangsar heading to Awan Besar. Have a Good Day happy,Positive
Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this,Positive
Helloo :D Best damn avocado (Batsyy_),Positive
lets agree she put her brain on knees crying with joy,Positive
Wish you were here smile,Positive
Everyone from getting punched :D,Positive
i welcome you to germany then. i have no authority to welcome you in the other countries though! happy,Positive
better be oldschool crying with joy  RS3 equals  aids 3,Positive
Nothing could be better happy,Positive
PLEASE THIS BEAUTIFUL PRINCESS HAVE YOUR HELP,Positive
 Give a little for her happy,Positive
always running out of space on my phone,Positive
 thank you kpop crying with joy,Positive
One by one Allah ease my problem . Lot of thanks to Him crying with joy,Positive
thank you for sharing happy,Positive
Nothing could be better happy,Positive
Hopefully it should be OK happy  Charts don't look too bad at moment but depends on tides  directions,Positive
 Keep,Positive
soon :' I need you so much crying with joy  {} I need you kaswa :',Positive
Only laksa can make me okaay now crying with joy  I need laksa,Positive
Helloo :D car fox  (ror925),Positive
Thanks for connecting We are passionate about  - hope you like our tweets happy,Positive
mutual: let's talk more!me: for sure!mutual:  happy  me:,Positive
Who wants some good vibes? Watch this on YouTube or TV100 application now for FREE happy,Positive
Tara,Positive
 Hi,Positive
 all! I'm Roy Dahildahil,Positive
 co-founder of and I'll be moderating tonights tweetchat. happy,Positive
SONE who cant stream at Genie!You CAN stream for TY at Genie! We are still sharing some Genie IDs. If you want it,Positive
 DM us happy  S,Positive
Enjoy happy,Positive
Happy Thursday loves!! happy,Positive
Good Morning Peady,Positive
 you need a direct coffee feed to Starbucks happy,Positive
You better check this out,Positive
Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this,Positive
Ummm announced a new show in Buffalo! He should ask to be an opener! happy,Positive
The world is so big. Too big for our problems and worries to take over our world. There is much to smile for happy,Positive
Friday after the conference some of us will go for dinner to favourite smile,Positive
Follow  to a Saga diary and a year's worth of Saga pens :)TCs,Positive
Im done trying to take men seriously happy,Positive
for being top High Value Members this week happy,Positive
okay happy,Positive
little fans. - happy,Positive
Here's the full art for both Glyph Keeper and his mummy token. For those interested they will be hitting ebay tonig,Positive
Seokjinie went to Everland today~ I guess he forgot that he's an idol,Positive
 which is good for him happy,Positive
Welcome happy,Positive
i wasn't saying i read a book today,Positive
 i was telling you to read a book today. knowledge is power. knowledge is growth. kee,Positive
in game you move him to camera happy,Positive
Veronice and Jughead! happy,Positive
oh my god it's raining where i live too crying with joy  AND STOP OMG I WANNA CUDDLE HIM NOW,Positive
Hehe take care Andy friend happy,Positive
vocal coach IG post:,Positive
Hold off the frowns until you've used the new application - which is made by the same team! happy,Positive
I love it when Ben sleeps in because I get to watch all the programmes I want on Netflix without interruption !!!! happy,Positive
Thanks happy,Positive
Nothing could be better happy,Positive
Thank you crew happy,Positive
Someone asked me Hows life? I just smiled and replied,Positive
 Shes fine :)KISSES TheFashionIcon,Positive
Yeaaaah! Alpha Invitation well received happy,Positive
Good luck Swampy happy,Positive
What to do when you are feeling bad - buy a new book and get engrossed into a new world happy,Positive
in may go away happy,Positive
April is really really bloody. I'm so proud of our boys crying with joy,Positive
Have you smiled today? Never forget to smile happy,Positive
Then and now happy,Positive
